,wage_month,region,head,sex,age,married,schooling,position,economictype,ky hop dong lao dong?,huong luong ngay nghi,huong BHXH,co lam viec khac,urban,Kinh,household_size,poor,houses,pay_rent,other_land/house,wealthindex,t_quantity durables,t_value durables
4647,8900,region3,1,female,53,1,15,position2,economictype2,1,1,1,1,1,1,3,0,1,0,0,140,28,169550
4648,14000,region3,0,male,54,1,16,position2,economictype2,1,1,1,2,1,1,3,0,1,0,0,140,28,169550
4649,3000,region3,1,male,47,1,14,position3,economictype1,1,1,1,2,1,1,4,0,1,0,0,170,20,21050
4650,1500,region3,0,female,46,1,14,position6,economictype1,2,2,2,1,1,1,4,0,1,0,0,170,20,21050
4651,3000,region3,1,male,36,1,16,position2,economictype4,2,2,2,2,1,1,3,0,1,0,0,170,18,71250
4652,4800,region3,1,female,52,1,11,position3,economictype2,1,1,1,2,1,1,3,0,1,0,0,160,26,56600
4653,30000,region3,1,male,35,1,16,position2,economictype2,1,1,1,2,1,1,4,0,1,0,1,150,24,491400
4654,6000,region3,0,female,29,1,16,position2,economictype2,1,1,1,1,1,1,4,0,1,0,1,150,24,491400
4655,10000,region3,0,male,26,1,16,position2,economictype2,1,1,1,2,1,1,3,0,1,0,1,160,24,63700
4656,7200,region3,0,male,47,1,16,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,150,20,103790
4657,4600,region3,1,male,45,1,14,position4,economictype2,1,1,1,2,1,1,4,0,1,0,0,160,30,181950
4658,5500,region3,1,male,40,1,16,position2,economictype2,1,1,1,1,1,1,4,0,1,0,1,135,18,19100
4659,3300,region3,0,male,29,0,2,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,80,8,7300
4660,4400,region3,0,male,35,1,2,position4,economictype4,2,2,2,1,0,0,8,0,1,0,0,105,14,7400
4661,5600,region3,1,male,42,1,9,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,150,14,14100
4662,5200,region3,0,male,18,0,9,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,150,14,14100
4663,1500,region3,0,female,21,0,10,position3,economictype1,2,2,2,1,0,0,2,0,1,0,0,150,10,6800
4664,2600,region3,1,male,41,1,4,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,150,13,17300
4665,2600,region3,0,female,35,1,6,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,150,13,17300
4666,1200,region3,1,male,52,1,5,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,75,11,32320
4667,1200,region3,0,female,50,1,12,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,75,11,32320
4668,1400,region3,0,male,23,0,16,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,75,11,32320
4669,2100,region3,0,male,23,0,7,position6,economictype4,2,2,2,1,1,1,6,0,1,0,1,125,15,21790
4670,2400,region3,0,male,26,0,6,position6,economictype4,2,2,2,1,1,1,4,0,1,0,0,115,11,4840
4671,2400,region3,0,male,22,1,6,position6,economictype4,2,2,2,1,1,1,4,0,1,0,0,115,11,4840
4672,1800,region3,0,female,21,1,5,position6,economictype4,2,2,2,1,1,1,4,0,1,0,0,115,11,4840
4673,3300,region3,1,male,33,1,4,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,105,9,8300
4674,3150,region3,0,female,26,1,6,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,105,9,8300
4675,2200,region3,0,female,16,0,10,position3,economictype4,1,2,2,2,0,1,6,0,1,0,0,95,20,32400
4676,6650,region3,0,female,32,1,16,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,95,12,35920
4677,1000,region3,0,female,20,1,7,position6,economictype2,1,2,1,2,0,0,5,0,1,0,0,75,4,5150
4678,2000,region3,0,female,42,1,0,position6,economictype2,1,1,1,1,0,0,5,0,1,0,0,75,4,7050
4679,3700,region3,1,male,35,1,16,position2,economictype2,1,1,1,1,0,0,4,0,1,0,0,105,14,34200
4680,5700,region3,0,female,24,1,15,position2,economictype2,1,1,1,2,1,10,4,0,1,0,0,155,21,107000
4681,1500,region3,1,female,26,1,4,position6,economictype2,2,2,2,2,0,1,5,1,1,0,0,65,7,3450
4682,5600,region3,0,female,38,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,130,20,375400
4683,8000,region3,1,female,37,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,1,115,21,231850
4684,17000,region3,0,male,39,1,14,position5,economictype2,1,1,1,2,0,1,4,0,1,0,1,115,21,231850
4685,4250,region3,0,male,31,0,6,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,115,15,24270
4686,4250,region3,0,male,27,0,9,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,115,15,24270
4687,4000,region3,1,female,28,1,12,position4,economictype2,1,2,1,2,1,1,4,0,1,0,0,95,7,39100
4688,3200,region3,0,male,31,1,9,position6,economictype4,2,2,2,2,1,1,4,0,1,0,0,95,7,39100
4689,6200,region3,1,female,38,1,8,position2,economictype2,1,1,1,1,0,1,5,0,1,0,0,135,18,26030
4690,4200,region3,1,male,45,1,12,position4,economictype2,1,1,1,2,0,1,5,0,1,0,0,110,10,28000
4691,3000,region3,0,male,18,0,9,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,110,10,28000
4692,4000,region3,0,female,34,1,12,position4,economictype2,1,2,2,1,0,1,6,0,1,0,0,130,12,16810
4693,1200,region3,1,male,29,1,4,position6,economictype4,2,2,2,2,0,0,5,0,1,0,0,75,3,3300
4694,2000,region3,0,female,27,1,6,position4,economictype2,1,1,1,2,0,0,5,0,1,0,0,75,3,3300
4695,2000,region3,1,male,29,1,5,position4,economictype2,1,2,1,1,0,0,4,0,1,0,0,70,5,3230
4696,2000,region3,0,female,32,1,7,position4,economictype2,1,2,1,1,0,0,4,0,1,0,0,70,5,3230
4697,1800,region3,1,male,26,1,0,position6,economictype2,2,2,2,1,0,0,3,0,1,0,0,90,5,3650
4698,3000,region3,0,male,32,1,9,position4,economictype4,2,2,2,1,0,1,4,0,1,1,0,130,15,40900
4699,480,region3,0,male,24,0,12,position3,economictype1,2,2,2,2,0,1,6,0,1,0,0,35,5,5750
4700,7000,region3,0,male,31,0,16,position2,economictype1,1,1,1,1,0,1,3,0,1,0,0,135,17,32650
4701,2200,region3,1,male,40,1,12,position4,economictype2,1,1,1,1,0,1,4,0,1,0,0,105,14,44100
4702,2200,region3,0,female,32,1,2,position4,economictype2,2,2,2,1,0,1,4,0,1,0,0,105,14,44100
4703,2150,region3,1,female,33,1,4,position4,economictype2,2,2,2,2,0,1,5,0,1,0,0,75,15,20100
4704,4300,region3,0,male,34,1,9,position4,economictype2,1,1,1,1,0,1,5,0,1,0,0,75,15,20100
4705,4000,region3,0,female,31,0,15,position2,economictype2,1,1,1,2,0,0,3,0,1,0,0,135,17,40050
4706,2250,region3,1,male,37,1,7,position6,economictype4,2,2,2,2,1,1,5,0,1,0,0,95,9,16350
4707,3000,region3,1,male,29,1,5,position6,economictype4,2,2,2,1,0,0,5,1,1,0,0,105,7,2400
4708,6000,region3,1,male,36,0,5,position4,economictype4,2,2,2,2,0,0,2,0,1,0,0,95,10,18370
4709,4800,region3,1,male,31,1,17,position2,economictype2,1,1,1,1,0,1,4,0,1,0,0,125,21,139350
4710,4700,region3,0,female,31,1,17,position2,economictype2,1,1,1,1,0,1,4,0,1,0,0,125,21,139350
4711,3700,region3,0,female,17,0,12,position4,economictype1,1,1,1,2,0,1,4,0,1,0,0,95,17,12050
4712,720,region3,1,male,33,1,0,position6,economictype4,2,2,2,1,0,0,4,1,1,0,0,65,6,2050
4713,510,region3,0,female,28,1,1,position6,economictype4,2,2,2,1,0,0,4,1,1,0,0,65,6,2050
4714,720,region3,0,male,21,0,5,position6,economictype4,2,2,2,1,0,0,6,1,1,0,0,90,11,6550
4715,2400,region3,0,male,27,0,8,position4,economictype4,2,2,2,1,1,1,5,0,1,0,0,100,17,13200
4716,2900,region3,1,female,46,1,10,position3,economictype2,1,1,1,1,1,1,6,0,1,0,0,140,43,216750
4717,6800,region3,0,male,48,1,14,position2,economictype2,1,1,1,1,1,1,6,0,1,0,0,140,43,216750
4718,10000,region3,0,male,24,0,16,position2,economictype4,1,2,2,2,1,1,6,0,1,0,0,140,43,216750
4719,2700,region3,0,male,25,1,15,position4,economictype4,2,2,2,2,0,1,5,0,1,0,0,105,15,13750
4720,1200,region3,0,male,23,0,12,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,105,15,13750
4721,3000,region3,1,male,53,1,9,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,85,11,7800
4722,3000,region3,0,male,28,0,12,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,85,11,7800
4723,5000,region3,1,male,46,1,7,position4,economictype4,2,2,2,2,0,1,3,0,1,0,0,105,15,21700
4724,3700,region3,0,female,30,1,8,position4,economictype3,1,2,1,2,0,1,5,0,1,0,0,95,13,7170
4725,4400,region3,0,male,37,1,9,position4,economictype4,2,2,2,1,0,1,5,0,1,0,0,95,13,7170
4726,2210,region3,1,male,46,1,8,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,85,20,20050
4727,5220,region3,1,male,49,1,9,position6,economictype4,2,2,2,1,1,1,6,0,1,0,0,140,18,17500
4728,10000,region3,0,male,24,0,16,position3,economictype3,1,1,1,2,0,1,5,0,1,0,0,130,24,39700
4729,3800,region3,0,female,25,0,15,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,125,30,28500
4730,2600,region3,1,male,50,1,8,position6,economictype4,2,2,2,1,0,1,4,1,1,0,0,85,8,6700
4731,650,region3,1,male,43,1,5,position6,economictype4,2,2,2,1,0,1,5,1,1,0,0,75,5,2750
4732,650,region3,0,female,39,1,5,position6,economictype4,2,2,2,1,0,1,5,1,1,0,0,75,5,2750
4733,5000,region3,0,female,32,1,15,position2,economictype2,1,1,1,1,0,0,4,0,1,0,0,85,7,10400
4734,1800,region3,1,male,56,1,5,position3,economictype4,1,2,1,2,0,1,5,1,1,0,0,90,11,6400
4735,1200,region3,0,male,26,0,12,position3,economictype4,2,2,2,2,0,1,5,1,1,0,0,90,11,6400
4736,1200,region3,1,male,41,1,2,position6,economictype4,2,2,2,2,0,1,4,1,1,0,0,75,1,100
4737,6000,region3,1,female,29,1,0,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,115,9,8900
4738,720,region3,1,male,27,1,6,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,90,6,4700
4739,4500,region3,1,female,44,1,14,position2,economictype2,2,1,1,1,0,1,2,0,1,0,1,140,21,45950
4740,2000,region3,0,male,44,1,9,position6,economictype4,2,2,2,1,0,1,2,0,1,0,1,140,21,45950
4741,600,region3,0,female,24,0,0,position6,economictype4,2,2,2,1,0,0,6,0,1,0,0,95,2,350
4742,1200,region3,0,male,21,0,5,position6,economictype4,2,2,2,1,0,0,6,0,1,0,0,95,2,350
4743,600,region3,0,male,20,0,4,position6,economictype4,2,2,2,1,0,0,6,0,1,0,0,95,2,350
4744,5000,region3,0,male,35,1,8,position4,economictype4,2,2,2,2,1,1,3,0,1,0,0,85,14,29350
4745,2500,region3,1,male,33,1,10,position4,economictype4,2,2,2,2,1,1,3,0,1,0,0,150,8,36600
4746,500,region3,0,female,22,1,9,position6,economictype1,2,2,2,2,1,1,3,0,1,0,0,150,8,36600
4747,900,region3,0,male,25,1,12,position1,economictype2,1,1,1,1,0,1,7,0,2,0,0,135,14,74000
4748,3300,region3,0,female,24,1,14,position2,economictype2,1,1,1,1,0,1,7,0,2,0,0,135,14,74000
4749,750,region3,1,male,27,1,7,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,65,5,10560
4750,800,region3,0,female,29,1,9,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,65,5,10560
4751,7000,region3,1,male,31,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,1,0,95,13,29600
4752,4500,region3,0,female,29,1,15,position2,economictype2,1,1,1,2,0,1,4,0,1,1,0,95,13,29600
4753,4000,region3,1,male,32,1,2,position6,economictype4,2,2,2,2,1,20,4,0,1,0,0,85,10,5450
4754,900,region3,1,male,35,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,125,8,8750
4755,7900,region3,1,female,48,0,11,position2,economictype2,1,1,1,1,0,1,3,0,1,0,0,95,9,7700
4756,2500,region3,0,female,19,0,12,position6,economictype4,2,2,2,2,0,1,7,0,1,0,0,115,5,19650
4757,4600,region3,1,female,31,1,15,position2,economictype1,2,1,1,2,0,1,4,0,1,0,0,125,12,27500
4758,1350,region3,1,female,43,1,12,position6,economictype4,2,2,2,1,0,1,5,1,1,0,0,125,7,5700
4759,1350,region3,0,male,41,1,7,position6,economictype4,2,2,2,1,0,1,5,1,1,0,0,125,7,5700
4760,4000,region3,1,female,42,0,9,position4,economictype4,2,2,2,2,1,1,1,0,1,0,1,130,10,27700
4761,1000,region3,1,male,42,1,6,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,105,13,20400
4762,400,region3,1,female,39,0,6,position6,economictype4,2,2,2,1,0,1,2,1,1,0,0,65,4,500
4763,1960,region3,0,female,30,1,12,position3,economictype2,2,2,1,1,0,1,4,0,1,0,0,65,10,36650
4764,3000,region3,1,male,52,1,3,position4,economictype1,2,2,2,2,0,1,7,1,1,0,0,75,11,6400
4765,3500,region3,0,female,31,1,12,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,150,15,20360
4766,3500,region3,0,male,29,1,9,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,150,15,20360
4767,4200,region3,1,male,35,1,13,position4,economictype2,1,1,1,2,1,1,5,0,1,0,0,145,13,26400
4768,2200,region3,0,female,21,0,16,position3,economictype1,1,2,2,2,1,1,3,0,1,0,0,105,12,23500
4769,8500,region3,1,male,51,1,22,position2,economictype2,1,1,1,2,1,1,3,0,1,0,0,160,24,65000
4770,4500,region3,0,female,52,1,16,position3,economictype2,1,1,1,2,1,1,3,0,1,0,0,160,24,65000
4771,5500,region3,1,female,41,1,19,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,170,24,154120
4772,8250,region3,0,male,42,1,16,position2,economictype3,1,1,1,2,1,1,4,0,1,0,0,170,24,154120
4773,4500,region3,1,male,56,1,5,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,100,10,9100
4774,4800,region3,0,male,19,0,6,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,100,10,9100
4775,9500,region3,0,male,59,1,16,position1,economictype2,1,1,1,2,1,1,5,0,1,0,0,160,30,43650
4776,4500,region3,0,male,33,1,16,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,160,30,43650
4777,7600,region3,1,male,50,1,16,position1,economictype4,1,1,1,2,1,1,5,0,1,0,0,160,17,120700
4778,4500,region3,0,female,50,1,9,position6,economictype4,2,2,2,2,1,1,4,0,1,0,0,160,19,14650
4779,3400,region3,0,male,29,0,2,position6,economictype4,2,2,2,2,1,1,4,0,1,0,0,150,13,2700
4780,4500,region3,0,male,26,0,4,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,150,13,2700
4781,3700,region3,0,male,25,1,16,position3,economictype2,1,1,1,2,1,1,4,0,1,0,0,170,21,42300
4782,5000,region3,0,female,25,1,16,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,170,21,42300
4783,6000,region3,0,male,26,0,9,position2,economictype4,2,2,2,2,1,1,5,0,1,0,0,145,17,29140
4784,5000,region3,0,male,23,0,9,position2,economictype4,2,2,2,2,1,1,5,0,1,0,0,145,17,29140
4785,5200,region3,1,male,35,1,9,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,120,9,15600
4786,650,region3,1,female,50,0,8,position4,economictype4,2,2,2,1,1,1,3,0,1,0,0,145,10,1820
4787,2100,region3,0,female,24,0,9,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,145,10,1820
4788,1500,region3,0,male,23,0,6,position6,economictype4,2,2,2,2,1,1,2,0,1,0,0,95,5,4200
4789,5000,region3,1,male,55,1,14,position4,economictype2,1,1,1,1,1,1,5,0,1,0,1,140,15,74100
4790,6500,region3,0,female,50,1,15,position2,economictype2,1,1,1,1,1,1,5,0,1,0,1,140,15,74100
4791,4000,region3,0,female,28,1,16,position3,economictype2,1,1,1,2,1,1,5,0,1,0,1,140,15,74100
4792,4000,region3,0,male,33,1,16,position3,economictype1,1,2,2,2,1,1,5,0,1,0,1,140,15,74100
4793,7000,region3,1,male,54,1,11,position4,economictype2,1,1,1,2,1,1,5,0,1,0,0,180,30,79500
4794,7000,region3,0,female,50,1,14,position2,economictype2,1,1,1,2,1,1,5,0,1,0,0,180,30,79500
4795,3000,region3,0,male,41,0,11,position3,economictype1,1,2,2,2,1,1,4,0,1,1,1,140,12,56000
4796,3000,region3,0,female,25,0,12,position3,economictype1,1,1,1,2,1,1,5,0,1,0,0,150,13,62500
4797,2500,region3,0,female,33,1,9,position4,economictype4,1,1,1,2,1,1,4,0,1,0,0,95,7,3000
4798,5000,region3,0,male,17,0,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,140,18,46400
4799,8500,region3,1,male,42,1,12,position2,economictype2,1,1,1,1,0,1,5,0,1,0,0,140,26,26700
4800,7200,region3,0,female,35,1,15,position2,economictype2,1,1,1,1,0,1,5,0,1,0,0,140,26,26700
4801,3000,region3,1,male,42,1,1,position6,economictype4,2,2,2,2,0,0,6,1,1,0,0,95,10,17600
4802,3000,region3,0,female,37,1,6,position6,economictype4,2,2,2,2,0,0,6,1,1,0,0,95,10,17600
4803,2500,region3,0,male,24,1,15,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,120,20,39500
4804,3000,region3,0,female,24,1,16,position3,economictype1,1,1,1,2,1,1,4,0,1,0,0,120,20,39500
4805,13000,region3,0,female,54,1,14,position2,economictype2,1,1,1,1,1,1,4,0,2,0,1,170,39,196250
4806,2000,region3,0,female,22,0,16,position3,economictype4,1,1,2,1,0,1,4,0,1,0,0,125,12,23320
4807,7200,region3,0,male,24,0,16,position5,economictype2,1,1,1,2,0,1,5,0,1,0,1,125,21,80360
4808,1700,region3,0,female,22,0,16,position3,economictype1,1,2,2,2,0,1,5,0,1,0,1,125,21,80360
4809,4900,region3,1,female,49,1,14,position2,economictype2,1,1,1,2,1,1,3,0,1,0,0,125,16,53800
4810,6500,region3,0,male,48,1,14,position4,economictype1,1,2,2,2,1,1,3,0,1,0,0,125,16,53800
4811,11000,region3,1,female,51,1,16,position2,economictype2,2,1,1,2,1,1,4,0,1,0,0,140,23,71950
4812,7600,region3,1,male,39,1,16,position1,economictype2,2,1,1,2,1,1,4,0,1,0,0,125,18,86250
4813,5200,region3,0,female,35,1,16,position2,economictype2,2,1,1,2,1,1,4,0,1,0,0,125,18,86250
4814,5060,region3,1,male,38,1,5,position4,economictype1,2,2,2,2,0,1,4,0,1,0,0,120,8,6500
4815,2200,region3,0,female,31,1,7,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,120,8,6500
4816,1600,region3,1,male,56,1,5,position4,economictype1,2,2,2,2,0,1,5,0,1,0,0,125,8,3560
4817,1650,region3,0,female,53,1,7,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,125,8,3560
4818,2500,region3,0,female,23,0,15,position2,economictype1,1,1,1,2,0,1,5,0,1,0,0,125,8,3560
4819,1200,region3,0,male,21,0,9,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,125,8,3560
4820,3500,region3,0,male,22,0,9,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,115,10,11700
4821,3750,region3,0,male,22,0,10,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,75,7,15600
4822,3000,region3,0,female,20,0,8,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,75,7,15600
4823,2400,region3,1,female,36,1,2,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,95,5,6300
4824,2400,region3,0,male,38,1,6,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,95,5,6300
4825,2300,region3,0,female,41,1,12,position3,economictype4,2,2,2,2,1,1,2,0,1,0,0,115,9,14800
4826,3300,region3,0,male,28,0,12,position4,economictype4,2,2,2,2,0,1,7,0,1,0,0,95,20,23400
4827,5200,region3,0,female,43,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,125,14,25000
4828,3250,region3,1,male,36,1,4,position6,economictype4,2,2,2,1,0,0,7,0,1,0,0,75,12,8300
4829,2880,region3,0,female,33,1,0,position6,economictype4,2,2,2,1,0,0,7,0,1,0,0,75,12,8300
4830,1050,region3,1,male,36,1,12,position1,economictype2,1,1,1,1,0,0,4,0,1,0,0,100,13,41600
4831,7300,region3,1,male,57,1,16,position2,economictype2,1,1,1,1,1,1,4,0,2,0,1,160,29,735000
4832,9000,region3,0,female,53,1,16,position2,economictype2,1,1,1,1,1,1,4,0,2,0,1,160,29,735000
4833,2400,region3,1,male,43,1,3,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,125,19,20800
4834,2400,region3,0,male,27,0,6,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,125,10,6200
4835,2400,region3,0,male,24,1,6,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,125,10,6200
4836,1500,region3,0,male,19,0,9,position6,economictype4,2,2,2,1,0,1,2,0,1,0,0,95,13,37800
4837,2700,region3,0,male,25,1,1,position4,economictype4,2,2,2,1,0,0,9,1,1,0,0,45,6,11850
4838,2250,region3,0,male,23,1,1,position6,economictype4,2,2,2,1,0,0,9,1,1,0,0,45,6,11850
4839,2100,region3,1,male,34,1,0,position6,economictype4,2,2,2,1,0,0,4,1,1,0,0,55,3,400
4840,2400,region3,0,female,25,1,0,position6,economictype4,2,2,2,1,0,0,4,1,1,0,0,55,3,400
4841,2500,region3,0,female,24,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,1,1,115,13,10000
4842,3000,region3,1,female,48,0,9,position6,economictype3,2,2,2,2,0,1,4,1,1,0,0,65,9,3850
4843,3000,region3,0,male,18,0,2,position6,economictype3,2,2,2,2,0,1,4,1,1,0,0,65,9,3850
4844,5000,region3,1,male,37,1,11,position4,economictype4,2,2,2,2,1,1,6,0,1,0,0,115,17,16000
4845,1240,region3,1,female,29,0,6,position6,economictype4,2,2,2,1,0,1,2,1,1,0,0,70,2,955
4846,1320,region3,0,male,30,0,2,position6,economictype4,2,2,2,1,0,1,6,0,1,0,0,60,10,12875
4847,600,region3,0,female,25,0,7,position6,economictype4,2,2,2,1,0,1,6,0,1,0,0,60,10,12875
4848,3000,region3,1,male,42,1,9,position6,economictype4,2,2,2,1,1,1,3,0,1,0,0,95,13,10000
4849,2250,region3,0,male,23,0,11,position6,economictype4,2,2,2,1,1,1,3,0,1,0,0,95,13,10000
4850,7428,region3,0,female,48,1,15,position2,economictype2,1,1,1,1,0,1,4,0,1,0,0,115,30,18300
4851,4500,region3,0,male,21,0,11,position4,economictype1,1,1,1,2,0,0,7,0,1,0,0,105,10,36700
4852,3000,region3,0,male,20,0,9,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,105,13,25260
4853,6000,region3,1,male,33,1,13,position4,economictype2,1,1,1,2,0,1,3,0,1,0,0,125,12,40900
4854,4000,region4,0,male,23,0,16,position3,economictype1,1,1,1,2,1,1,5,0,1,0,0,170,32,407500
4855,2000,region4,0,female,33,1,9,position6,economictype2,1,1,1,2,1,1,4,0,1,0,0,160,16,57300
4856,6000,region4,1,male,37,1,5,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,16,9300
4857,3000,region4,0,female,36,1,4,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,16,9300
4858,320,region4,0,female,34,1,5,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,95,15,35550
4859,6000,region4,1,male,47,0,7,position4,economictype4,2,2,2,2,1,1,2,0,1,0,0,125,12,17200
4860,5000,region4,1,male,39,1,9,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,140,21,62500
4861,5000,region4,1,male,39,1,7,position3,economictype4,2,2,2,2,1,1,4,0,1,0,0,140,21,90950
4862,6000,region4,0,male,26,0,16,position2,economictype3,1,1,1,2,0,1,4,0,1,0,0,105,31,50100
4863,5400,region4,1,male,56,1,9,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,85,28,32150
4864,4000,region4,0,male,27,0,10,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,85,28,32150
4865,4000,region4,0,female,26,0,9,position4,economictype3,1,1,1,2,0,1,3,0,1,0,0,100,20,27200
4866,7500,region4,0,male,36,1,12,position4,economictype2,1,1,1,2,0,1,5,0,1,0,0,140,24,70800
4867,6000,region4,0,female,33,1,9,position4,economictype2,1,1,1,2,0,1,5,0,1,0,0,140,24,70800
4868,3600,region4,1,male,50,1,5,position6,economictype4,2,2,2,1,1,1,6,0,1,0,1,120,8,7100
4869,3500,region4,0,female,23,0,9,position4,economictype1,1,1,1,2,1,1,6,0,1,0,1,120,8,7100
4870,5800,region4,1,male,51,1,9,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,145,20,51250
4871,1200,region4,1,female,48,0,3,position6,economictype1,1,1,1,2,0,1,3,1,1,0,0,115,7,1300
4872,3500,region4,0,male,27,0,13,position4,economictype2,1,1,1,2,0,1,3,0,1,0,0,125,19,46630
4873,2000,region4,0,male,21,0,8,position6,economictype4,2,2,2,2,0,0,4,1,1,0,0,65,7,5800
4874,890,region4,0,female,19,0,7,position6,economictype4,2,2,2,2,0,0,4,1,1,0,0,65,7,5800
4875,1600,region4,0,male,20,0,4,position3,economictype2,1,2,2,2,0,0,3,1,1,0,0,55,4,8400
4876,4000,region4,0,male,27,0,1,position6,economictype4,2,2,2,1,0,1,2,0,1,0,0,95,9,15720
4877,12000,region4,1,male,51,1,16,position2,economictype2,1,1,1,1,0,1,6,0,1,0,0,130,26,24100
4878,6000,region4,0,male,26,0,16,position2,economictype2,1,1,1,1,0,1,6,0,1,0,0,130,26,24100
4879,5500,region4,1,male,38,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,125,22,20500
4880,5500,region4,0,female,33,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,125,22,20500
4881,5000,region4,1,male,38,1,8,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,125,18,21500
4882,4000,region4,0,female,36,1,7,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,125,18,21500
4883,5000,region4,0,male,21,1,12,position3,economictype2,1,1,1,2,0,1,3,0,1,0,0,125,17,24570
4884,4500,region4,1,male,55,1,9,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,125,14,32380
4885,3800,region4,0,female,55,1,4,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,125,14,32380
4886,4600,region4,0,male,23,0,12,position4,economictype2,1,1,1,2,0,1,3,0,1,0,0,125,14,32380
4887,2200,region4,0,female,24,0,16,position2,economictype2,1,1,2,2,0,1,4,0,1,0,0,145,32,71000
4888,4600,region4,0,female,45,1,3,position4,economictype4,2,2,2,1,0,1,6,0,1,0,1,115,16,29630
4889,5000,region4,0,female,36,1,2,position4,economictype4,2,2,2,1,0,1,5,0,1,0,0,115,18,33160
4890,8000,region4,1,male,32,1,12,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,145,16,34600
4891,1200,region4,0,female,52,1,9,position1,economictype2,1,1,2,2,0,1,2,0,1,0,1,125,30,58400
4892,3000,region4,1,male,57,1,7,position3,economictype2,1,1,1,2,1,1,4,0,1,0,0,85,11,17500
4893,4000,region4,0,male,29,0,9,position4,economictype2,2,2,2,2,1,1,4,0,1,0,0,85,11,17500
4894,3300,region4,1,male,54,1,8,position4,economictype2,1,1,1,2,1,1,4,0,1,0,0,140,12,22000
